geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
       19	ABCA1	0.467	0.846	C0751544	Tangier Disease Neuropathy	disease	C16;C18;C10	Disease or Syndrome	0.30	1	1999	2007	   3	   0	CTD_human
       19	ABCA1	0.467	0.846	C1563937	Atherogenesis	phenotype	C14	Pathologic Function	0.30	1	2011	2011	   1	   0	CTD_human
       19	ABCA1	0.467	0.846	C1704417	Hyperlipoproteinemia Type IIb	disease	C16;C18	Disease or Syndrome	0.30	1	2005	2005	   1	   0	CTD_human
       19	ABCA1	0.467	0.846	C1704429	Hypoalphalipoproteinemia, Familial	disease	C16;C18	Disease or Syndrome	0.80	0.972	1999	2017	   9	   6	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
       19	ABCA1	0.467	0.846	C2931838	Familial HDL deficiency	disease	C16;C18	Disease or Syndrome	0.40	1	1999	2017	   2	   0	CTD_human
       19	ABCA1	0.467	0.846	C3711531	Hdl Deficiency, Type 2	disease	C16;C18	Disease or Syndrome	0.30	1	1999	2001	   2	   0	CTD_human
       19	ABCA1	0.467	0.846	C4721453	Peripheral Nervous System Diseases	group	C10	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.30				   0	   0	UNIPROT
       21	ABCA3	0.592	0.615	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.30	1	2012	2012	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0009404	Colorectal Neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2012	2012	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0013990	Pathological accumulation of air in tissues	phenotype	C23	Pathologic Function	0.30	1	2016	2016	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0020192	Hyaline Membrane Disease	disease	C16;C08	Disease or Syndrome	0.30	1	2017	2017	   1	   0	ORPHANET
       21	ABCA3	0.592	0.615	C0020542	Pulmonary Hypertension	phenotype	C08	Pathologic Function	0.30	1	2016	2016	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0034069	Pulmonary Fibrosis	disease	C08	Disease or Syndrome	0.42	1	2014	2016	   1	   0	CTD_human
       21	ABCA3	0.592	0.615	C0035220	Respiratory Distress Syndrome, Newborn	disease	C16;C08	Disease or Syndrome	0.40	1	2006	2018	   1	   0	ORPHANET
       21	ABCA3	0.592	0.615	C0085786	Hamman-Rich syndrome	disease	C23;C01;C08	Disease or Syndrome	0.40	1	2005	2014	   1	   2	ORPHANET
       21	ABCA3	0.592	0.615	C0852283	Respiratory Distress Syndrome	disease		Disease or Syndrome	0.40	1	2006	2018	   1	   0	ORPHANET
       21	ABCA3	0.592	0.615	C1800706	Idiopathic Pulmonary Fibrosis	disease	C08	Disease or Syndrome	0.32	1	2008	2017	   1	   0	ORPHANET
       21	ABCA3	0.592	0.615	C1861829	Cataract microcornea syndrome	disease	C11	Disease or Syndrome	0.31	1	2014	2014	   1	   0	GENOMICS_ENGLAND
       21	ABCA3	0.592	0.615	C1970456	Surfactant Metabolism Dysfunction, Pulmonary, 3	disease	C08	Disease or Syndrome	0.70	1	2004	2018	   4	   8	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
       21	ABCA3	0.592	0.615	C4721507	Alveolitis, Fibrosing	disease	C08	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0002896	Sideroblastic anemia	disease	C15	Disease or Syndrome	0.43	1	2001	2016	   2	   0	CTD_human
       22	ABCB7	0.678	0.385	C0004134	Ataxia	phenotype	C23;C10	Sign or Symptom	0.43	1	2000	2016	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0240991	Ataxia, Sensory	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0278161	Ataxia, Motor	phenotype	C23;C10	Finding	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0427190	Ataxia, Truncal	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0520966	Abnormal coordination	phenotype	C23;C10	Finding	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0750937	Ataxia, Appendicular	phenotype	C23;C10	Finding	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C0750940	Tremor, Rubral	disease	C23;C10	Disease or Syndrome	0.30	1	2006	2006	   1	   0	CTD_human
       22	ABCB7	0.678	0.385	C1845028	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA	disease	C16;C10;C15	Disease or Syndrome	0.74	1	1999	2018	   6	   5	CTD_human;GENOMICS_ENGLAND;UNIPROT
       23	ABCF1	0.674	0.538	C0020517	Hypersensitivity	group	C20	Pathologic Function	0.30	1	2011	2011	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C0032285	Pneumonia	disease	C01;C08	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C0032300	Lobar Pneumonia	disease	C01;C08	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C0235874	Disease Exacerbation	phenotype	C23	Finding	0.30	1	2012	2012	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C0887898	Experimental Lung Inflammation	disease	C01;C08	Experimental Model of Disease	0.30	1	2011	2011	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C1527304	Allergic Reaction	phenotype	C20	Pathologic Function	0.30	1	2011	2011	   1	   0	CTD_human
       23	ABCF1	0.674	0.538	C3714636	Pneumonitis	disease	C01;C08	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
       24	ABCA4	0.493	0.769	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.33	1	2001	2019	   0	   1	UNIPROT
       24	ABCA4	0.493	0.769	C0008924	Cleft upper lip	disease	C16;C07	Congenital Abnormality	0.41	0.75	2010	2017	   1	  11	CTD_human
       24	ABCA4	0.493	0.769	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.32	1	2012	2018	   1	   0	CTD_human
       24	ABCA4	0.493	0.769	C0009404	Colorectal Neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2012	2012	   1	   0	CTD_human
       24	ABCA4	0.493	0.769	C0015397	Disorder of eye	group	C11	Disease or Syndrome	0.34	1	2000	2015	   0	   0	GENOMICS_ENGLAND
       24	ABCA4	0.493	0.769	C0035334	Retinitis Pigmentosa	disease	C16;C11	Disease or Syndrome	0.70	0.974	1998	2019	   1	  19	CTD_human;GENOMICS_ENGLAND
       24	ABCA4	0.493	0.769	C0242383	Age related macular degeneration	disease	C11	Disease or Syndrome	0.70	0.957	1997	2019	   1	   0	CTD_human;GENOMICS_ENGLAND
       24	ABCA4	0.493	0.769	C0271093	Stargardt's disease	phenotype		Disease or Syndrome	1.00	0.995	1997	2020	   1	  12	CTD_human;GENOMICS_ENGLAND;ORPHANET
       24	ABCA4	0.493	0.769	C0339539	Familial Exudative Vitreoretinopathy	disease		Congenital Abnormality	0.31	0	2018	2018	   1	   0	CTD_human
       24	ABCA4	0.493	0.769	C1855465	STARGARDT DISEASE 1 (disorder)	disease		Disease or Syndrome	1.00	0.978	1997	2020	  21	 306	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
       24	ABCA4	0.493	0.769	C1858080	Retinal Dystrophy, Early Onset Severe	disease	C16;C11	Disease or Syndrome	0.60	1	1999	2018	   0	   2	GENOMICS_ENGLAND
       24	ABCA4	0.493	0.769	C1858806	CONE-ROD DYSTROPHY 3 (disorder)	disease	C16;C11	Disease or Syndrome	0.90	1	1998	2018	   3	  53	CTD_human;GENOMICS_ENGLAND;UNIPROT
       24	ABCA4	0.493	0.769	C1866422	RETINITIS PIGMENTOSA 19	disease	C16;C11	Disease or Syndrome	0.80	1	1999	2017	   0	  22	CTD_human;GENOMICS_ENGLAND
       24	ABCA4	0.493	0.769	C3489532	Cone-Rod Dystrophy 2	disease	C16;C11	Disease or Syndrome	0.40	1	1998	2017	   3	   0	ORPHANET
       24	ABCA4	0.493	0.769	C3495438	Macular Degeneration, Age-Related, 2	disease	C11	Disease or Syndrome	0.70	1	1997	2009	   2	  26	CTD_human;GENOMICS_ENGLAND;UNIPROT
       24	ABCA4	0.493	0.769	C4282180	Juvenile macular degeneration	disease		Disease or Syndrome	0.50	1	1999	2018	   0	   0	CTD_human
       25	ABL1	0.432	0.923	C0001418	Adenocarcinoma	group	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0003706	Arachnodactyly	disease	C16;C05	Congenital Abnormality	0.30	1	2017	2017	   1	   0	GENOMICS_ENGLAND
       25	ABL1	0.432	0.923	C0005941	Bone Diseases, Developmental	group	C05	Disease or Syndrome	0.31	1	2017	2018	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.40	1	1999	2018	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0006413	Burkitt Lymphoma	disease	C04;C01;C20;C15	Neoplastic Process	0.32	1	1993	2017	   1	   0	ORPHANET
       25	ABL1	0.432	0.923	C0014859	Esophageal Neoplasms	group	C06;C04	Neoplastic Process	0.31	1	2011	2013	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0015544	Failure to Thrive	disease	C23	Disease or Syndrome	0.40	1	2017	2017	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0018798	Congenital Heart Defects	group	C16;C14	Congenital Abnormality	0.31	1	2017	2017	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0023452	Childhood Acute Lymphoblastic Leukemia	disease	C04;C20;C15	Neoplastic Process	0.40	0.958	1989	2019	   2	   0	CTD_human
       25	ABL1	0.432	0.923	C0023453	L2 Acute Lymphoblastic Leukemia	disease	C04;C20;C15	Neoplastic Process	0.30	1	2002	2012	   2	   0	CTD_human
       25	ABL1	0.432	0.923	C0023473	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	0.80	0.983	1982	2020	   3	  21	CGI;CTD_human;ORPHANET
       25	ABL1	0.432	0.923	C0023903	Liver neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2009	2009	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0025202	melanoma	disease	C04	Neoplastic Process	0.31	1	2015	2015	   0	   0	UNIPROT
       25	ABL1	0.432	0.923	C0027659	Neoplasms, Experimental	phenotype	C04	Neoplastic Process; Experimental Model of Disease	0.30	1	2009	2009	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0032927	Precancerous Conditions	group	C04	Neoplastic Process	0.31	1	2001	2009	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0039075	Syndactyly	disease	C16;C05	Congenital Abnormality	0.30	1	2017	2017	   1	   0	GENOMICS_ENGLAND
       25	ABL1	0.432	0.923	C0151491	Congenital musculoskeletal anomalies	group	C16;C05	Congenital Abnormality	0.30	1	2017	2017	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0205641	Adenocarcinoma, Basal Cell	disease	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0205642	Adenocarcinoma, Oxyphilic	disease	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0205643	Carcinoma, Cribriform	disease	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0205644	Carcinoma, Granular Cell	disease	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0205645	Adenocarcinoma, Tubular	disease	C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0265610	Clinodactyly of fingers	disease	C16;C05	Congenital Abnormality	0.40	1	2017	2017	   1	   0	GENOMICS_ENGLAND
       25	ABL1	0.432	0.923	C0282313	Condition, Preneoplastic	disease	C04	Neoplastic Process	0.30	1	2009	2009	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0345904	Malignant neoplasm of liver	disease	C06;C04	Neoplastic Process	0.30	1	2009	2009	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0345958	Large cell carcinoma of lung	disease	C04;C08	Neoplastic Process	0.30				   0	   0	UNIPROT
       25	ABL1	0.432	0.923	C0546837	Malignant neoplasm of esophagus	disease	C06;C04	Neoplastic Process	0.31	1	2011	2013	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0596263	Carcinogenesis	phenotype	C23;C04	Neoplastic Process	0.40	0.9	1993	2019	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C0678222	Breast Carcinoma	disease	C04;C17	Neoplastic Process	0.40	1	1999	2018	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C1257931	Mammary Neoplasms, Human	disease	C04;C17	Neoplastic Process	0.30	1	2010	2010	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C1292769	Precursor B-cell lymphoblastic leukemia	disease	C04;C20;C15	Neoplastic Process	0.40	0.933	1996	2019	   1	   0	ORPHANET
       25	ABL1	0.432	0.923	C1458155	Mammary Neoplasms	group	C04;C17	Neoplastic Process	0.33	1	2005	2018	   1	   0	CTD_human
       25	ABL1	0.432	0.923	C1961099	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	disease	C04;C20;C15	Neoplastic Process	0.60	0.96	1998	2019	   1	   0	CGI;ORPHANET
       25	ABL1	0.432	0.923	C1961102	Precursor Cell Lymphoblastic Leukemia Lymphoma	disease	C04;C20;C15	Neoplastic Process	0.60	0.991	1987	2020	   2	   0	CGI;CTD_human
       25	ABL1	0.432	0.923	C4539857	CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME	disease		Disease or Syndrome	0.60	1	2017	2017	   1	   2	GENOMICS_ENGLAND;UNIPROT
       25	ABL1	0.432	0.923	C4551485	Clinodactyly	disease		Congenital Abnormality	0.30	1	2017	2017	   1	   0	GENOMICS_ENGLAND
       25	ABL1	0.432	0.923	C4704874	Mammary Carcinoma, Human	disease	C04;C17	Neoplastic Process	0.30	1	2010	2010	   1	   0	CTD_human
       26	AOC1	0.628	0.769	C0018800	Cardiomegaly	phenotype	C23;C14	Finding	0.30	1	1983	1983	   1	   0	CTD_human
       26	AOC1	0.628	0.769	C0020538	Hypertensive disease	group	C14	Disease or Syndrome	0.31	1	1983	2018	   1	   0	CTD_human
       26	AOC1	0.628	0.769	C1383860	Cardiac Hypertrophy	phenotype	C23;C14	Pathologic Function	0.30	1	1983	1983	   1	   0	CTD_human
       28	ABO	0.427	0.885	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.32	1	1988	1990	   2	   0	PSYGENET
       28	ABO	0.427	0.885	C0010054	Coronary Arteriosclerosis	disease	C14	Disease or Syndrome	0.40	0.933	2010	2019	   1	   0	CTD_human
       28	ABO	0.427	0.885	C0010474	Curling Ulcer	disease	C06	Disease or Syndrome	0.30	1	2012	2012	   1	   0	CTD_human
       28	ABO	0.427	0.885	C0013295	Duodenal Ulcer	disease	C06	Disease or Syndrome	0.43	1	1979	2013	   1	   2	CTD_human
       28	ABO	0.427	0.885	C0030297	Pancreatic Neoplasm	disease	C06;C04;C19	Neoplastic Process	0.30	1	2009	2015	   2	   0	CTD_human
       28	ABO	0.427	0.885	C0033578	Prostatic Neoplasms	group	C04;C12	Neoplastic Process	0.30	1	2007	2007	   1	   0	CTD_human
       28	ABO	0.427	0.885	C0038454	Cerebrovascular accident	group	C10;C14	Disease or Syndrome	0.43	1	2009	2018	   1	   1	CTD_human
       28	ABO	0.427	0.885	C0085762	Alcohol abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	1990	1990	   1	   0	PSYGENET
       28	ABO	0.427	0.885	C0346647	Malignant neoplasm of pancreas	disease	C06;C04;C19	Neoplastic Process	0.50	0.96	2009	2018	   2	   1	CTD_human
       28	ABO	0.427	0.885	C0376358	Malignant neoplasm of prostate	disease	C04;C12	Neoplastic Process	0.33	0.5	2007	2018	   1	   0	CTD_human
       28	ABO	0.427	0.885	C0525045	Mood Disorders	group	F03	Mental or Behavioral Dysfunction	0.34	1	1979	1994	   4	   0	PSYGENET
       28	ABO	0.427	0.885	C0751956	Acute Cerebrovascular Accidents	disease	C10;C14	Disease or Syndrome	0.30	1	2018	2018	   1	   0	CTD_human
       28	ABO	0.427	0.885	C1956346	Coronary Artery Disease	disease	C14	Disease or Syndrome	0.50	0.9	2010	2019	   1	   2	CTD_human
       28	ABO	0.427	0.885	C4317009	Diverticular Diseases	group	C06	Disease or Syndrome	0.40	1	2018	2018	   1	   1	CTD_human
       28	ABO	0.427	0.885	C4505353	Diverticular Bleeding	disease	C06	Disease or Syndrome	0.30	1	2018	2018	   1	   0	CTD_human
       28	ABO	0.427	0.885	C4721610	Carcinoma, Ovarian Epithelial	disease	C04;C13;C19	Neoplastic Process	0.35	1	2012	2019	   1	   0	CTD_human
       29	ABR	0.65	0.5	C0033578	Prostatic Neoplasms	group	C04;C12	Neoplastic Process	0.31	1	2010	2014	   1	   0	CTD_human
       29	ABR	0.65	0.5	C0376358	Malignant neoplasm of prostate	disease	C04;C12	Neoplastic Process	0.31	1	2014	2018	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.32	1	2017	2020	   0	   1	UNIPROT
       31	ACACA	0.48	0.846	C0018801	Heart failure	disease	C14	Disease or Syndrome	0.31	1	2016	2018	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C0018802	Congestive heart failure	disease	C14	Disease or Syndrome	0.31	1	2016	2018	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C0023212	Left-Sided Heart Failure	disease	C14	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C0235527	Heart Failure, Right-Sided	disease	C14	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C0268603	Acetyl-CoA: carboxylase deficiency	disease	C16;C18	Disease or Syndrome	0.30				   0	   0	CTD_human
       31	ACACA	0.48	0.846	C1959583	Myocardial Failure	disease	C14	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C1961112	Heart Decompensation	phenotype	C14	Pathologic Function	0.30	1	2016	2016	   1	   0	CTD_human
       31	ACACA	0.48	0.846	C2239176	Liver carcinoma	disease	C06;C04	Neoplastic Process	0.35	1	2011	2019	   1	   0	CTD_human
       32	ACACB	0.644	0.654	C0021655	Insulin Resistance	phenotype	C18	Pathologic Function	0.50	1	2006	2012	   1	   0	CTD_human
       32	ACACB	0.644	0.654	C0028754	Obesity	disease	C23;C18	Disease or Syndrome	0.34	1	2006	2011	   1	   0	CTD_human
       32	ACACB	0.644	0.654	C0920563	Insulin Sensitivity	phenotype	C18	Pathologic Function	0.30	1	2012	2012	   1	   0	CTD_human
       32	ACACB	0.644	0.654	C1335302	Pancreatic Ductal Adenocarcinoma	disease	C06;C04;C19	Neoplastic Process	0.30				   0	   0	UNIPROT
       33	ACADL	0.736	0.462	C0220711	Long chain acyl-CoA dehydrogenase deficiency	disease	C16;C18	Disease or Syndrome	0.50	1	1983	2014	   5	   0	CLINGEN;ORPHANET
       34	ACADM	0.638	0.462	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.31	1	2017	2017	   0	   1	UNIPROT
       34	ACADM	0.638	0.462	C0028754	Obesity	disease	C23;C18	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
       34	ACADM	0.638	0.462	C0035410	Rhabdomyolysis	phenotype	C05	Pathologic Function	0.30				   0	   0	GENOMICS_ENGLAND
       34	ACADM	0.638	0.462	C0038644	Sudden infant death syndrome	disease	C23	Disease or Syndrome	0.40	1	1986	2004	   0	   0	GENOMICS_ENGLAND
       34	ACADM	0.638	0.462	C0043094	Weight Gain	phenotype	C23	Finding	0.30	1	2008	2008	   1	   0	CTD_human
       34	ACADM	0.638	0.462	C0085605	Liver Failure	disease	C06	Disease or Syndrome	0.30	1	1997	1997	   1	   0	CTD_human
       34	ACADM	0.638	0.462	C0220710	Medium-chain acyl-coenzyme A dehydrogenase deficiency	disease	C16;C18	Disease or Syndrome	1.00	0.991	1983	2019	  24	 107	CLINGEN;CTD_human;GENOMICS_ENGLAND;UNIPROT
       34	ACADM	0.638	0.462	C0520459	Necrotizing Enterocolitis	disease	C06	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2014	2014	   1	   0	PSYGENET
       35	ACADS	0.663	0.538	C0018801	Heart failure	disease	C14	Disease or Syndrome	0.31	1	2018	2019	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C0018802	Congestive heart failure	disease	C14	Disease or Syndrome	0.31	1	2018	2019	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C0023212	Left-Sided Heart Failure	disease	C14	Disease or Syndrome	0.30	1	2019	2019	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C0235527	Heart Failure, Right-Sided	disease	C14	Disease or Syndrome	0.30	1	2019	2019	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C0342783	Deficiency of butyryl-CoA dehydrogenase	disease	C16;C18	Disease or Syndrome	1.00	1	1989	2018	  11	  41	CLINGEN;CTD_human;GENOMICS_ENGLAND;UNIPROT
       35	ACADS	0.663	0.538	C1959583	Myocardial Failure	disease	C14	Disease or Syndrome	0.30	1	2019	2019	   1	   0	CTD_human
       35	ACADS	0.663	0.538	C1961112	Heart Decompensation	phenotype	C14	Pathologic Function	0.30	1	2019	2019	   1	   0	CTD_human
       36	ACADSB	0.691	0.5	C0004352	Autistic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2007	2007	   1	   0	CTD_human
       36	ACADSB	0.691	0.5	C1864912	2-Methylbutyryl-CoA Dehydrogenase Deficiency	disease	C16;C18	Disease or Syndrome	0.70	1	2000	2016	   8	   4	CLINGEN;CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
       37	ACADVL	0.653	0.654	C0003129	Anoxemia	phenotype	C23	Sign or Symptom	0.30	1	2008	2008	   1	   0	CTD_human
       37	ACADVL	0.653	0.654	C0003130	Anoxia	phenotype	C23	Pathologic Function	0.30	1	2008	2008	   1	   0	CTD_human
       37	ACADVL	0.653	0.654	C0242184	Hypoxia	phenotype	C23	Pathologic Function	0.30	1	2008	2008	   1	   0	CTD_human
       37	ACADVL	0.653	0.654	C0270984	Metabolic myopathy	group	C05;C10	Disease or Syndrome	0.30	1	2015	2015	   1	   0	GENOMICS_ENGLAND
       37	ACADVL	0.653	0.654	C0369183	Erythrocyte Mean Corpuscular Hemoglobin Test	phenotype		Laboratory Procedure	0.30	1	1999	1999	   1	   0	GENOMICS_ENGLAND
       37	ACADVL	0.653	0.654	C0700292	Hypoxemia	phenotype	C23	Finding	0.30	1	2008	2008	   1	   0	CTD_human
       37	ACADVL	0.653	0.654	C1261502	Finding of Mean Corpuscular Hemoglobin	phenotype		Finding	0.30	1	1999	1999	   1	   0	GENOMICS_ENGLAND
       37	ACADVL	0.653	0.654	C3887523	Very long chain acyl-CoA dehydrogenase deficiency	disease	C16;C18;C05;C10;C15	Disease or Syndrome	1.00	0.989	1985	2020	  15	 116	CLINGEN;CTD_human;GENOMICS_ENGLAND;UNIPROT
       38	ACAT1	0.538	0.692	C0022333	Jacksonian Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
       38	ACAT1	0.538	0.692	C0022661	Kidney Failure, Chronic	disease	C13;C12	Disease or Syndrome	0.50	1	2010	2010	   1	   0	CTD_human
       38	ACAT1	0.538	0.692	C0023893	Liver Cirrhosis, Experimental	disease	C23;C06	Experimental Model of Disease	0.30	1	2014	2014	   1	   0	CTD_human
       38	ACAT1	0.538	0.692	C0036572	Seizures	phenotype	C23;C10	Sign or Symptom	0.40	1	2013	2013	   1	   0	CTD_human
       38	ACAT1	0.538	0.692	C0149958	Complex partial seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
