dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:0110433	dilated cardiomyopathy 1E	104	356	177	1	7	512	512
DOID:0110444	dilated cardiomyopathy 1X	104	356	177	1	7	512	512
DOID:0110449	dilated cardiomyopathy 1M	104	356	177	1	7	512	512
DOID:0110451	dilated cardiomyopathy 1O	104	356	177	1	7	512	512
DOID:0110452	dilated cardiomyopathy 1T	104	356	177	1	7	512	512
DOID:0110460	dilated cardiomyopathy 2A	104	356	177	1	7	512	512
DOID:13832	patent ductus arteriosus	91	412	69	6	0	510	511
DOID:1573	communicating hydrocephalus	30	433	97	0	0	481	508
DOID:2876	laryngeal squamous cell carcinoma	229	296	62	18	0	504	505
DOID:0080162	lupus nephritis	222	323	112	1	1	503	503
DOID:13241	Behcet's disease	178	231	234	1	0	502	502
DOID:2913	acute pancreatitis	118	388	107	3	4	741	502
DOID:8649	tongue cancer	238	311	22	9	2	190	500
DOID:626	complement deficiency	139	282	203	0	0	451	497
DOID:2916	hypersensitivity reaction type IV disease	252	120	253	3	1	1	497
DOID:4947	cholangiocarcinoma	201	307	79	10	1	1118	495
DOID:4928	intrahepatic cholangiocarcinoma	201	307	79	10	1	1104	495
DOID:0110743	type 1 diabetes mellitus 4	485	2	6	3	5	1679	492
DOID:0110758	type 1 diabetes mellitus 21	485	2	6	3	5	1677	492
DOID:0110759	type 1 diabetes mellitus 22	485	2	6	3	5	1677	492
DOID:0110741	type 1 diabetes mellitus 2	485	2	6	3	5	1677	492
DOID:0110742	type 1 diabetes mellitus 3	485	2	6	3	5	1677	492
DOID:0110744	type 1 diabetes mellitus 5	485	2	6	3	5	1677	492
DOID:0110749	type 1 diabetes mellitus 10	485	2	6	3	5	1677	492
DOID:0110760	type 1 diabetes mellitus 23	485	2	6	3	5	1677	492
DOID:0110745	type 1 diabetes mellitus 6	485	2	6	3	5	1677	492
DOID:0110746	type 1 diabetes mellitus 7	485	2	6	3	5	1677	492
DOID:0110761	type 1 diabetes mellitus 24	485	2	6	3	5	1677	492
DOID:0110751	type 1 diabetes mellitus 12	485	2	6	3	5	1677	492
DOID:0110747	type 1 diabetes mellitus 8	485	2	6	3	5	1677	492
DOID:0110750	type 1 diabetes mellitus 11	485	2	6	3	5	1677	492
DOID:0110755	type 1 diabetes mellitus 18	485	2	6	3	5	1677	492
DOID:0110752	type 1 diabetes mellitus 13	485	2	6	3	5	1677	492
DOID:0110753	type 1 diabetes mellitus 15	485	2	6	3	5	1677	492
DOID:0110757	type 1 diabetes mellitus 20	485	2	6	3	5	1678	492
DOID:9744	type 1 diabetes mellitus	485	2	6	3	5	1677	492
DOID:0110756	type 1 diabetes mellitus 19	485	2	6	3	5	1677	492
DOID:0110754	type 1 diabetes mellitus 17	485	2	6	3	5	1677	492
DOID:1800	neuroendocrine carcinoma	194	334	97	3	0	568	491
DOID:9942	lymph node disease	196	255	169	3	1	11	491
DOID:2978	carbohydrate metabolic disorder	105	312	241	1	1	1	491
DOID:9253	gastrointestinal stromal tumor	259	319	1	13	0	538	490
DOID:2033	communication disorder	18	382	155	0	1	116	488
DOID:12449	aplastic anemia	153	323	163	8	2	249	488
DOID:0060061	cutaneous T cell lymphoma	269	303	83	16	0	367	487
DOID:3151	skin squamous cell carcinoma	220	275	91	6	0	458	487
DOID:0050742	nicotine dependence	10	105	391	2	0	546	487
DOID:12894	Sjogren's syndrome	175	313	103	5	2	535	481
DOID:0050848	obstructive sleep apnea	154	286	137	3	0	480	480
DOID:1285	rectal disease	80	376	73	2	1	1	480
DOID:3095	germ cell and embryonal cancer	211	277	75	10	0	34	479
DOID:4914	esophagus adenocarcinoma	187	266	120	21	0	468	479
DOID:12236	primary biliary cirrhosis	151	271	177	2	8	497	478
DOID:0050873	follicular lymphoma	159	236	194	21	1	477	477
DOID:1657	ventricular septal defect	33	378	110	2	0	444	473
DOID:3165	skin benign neoplasm	174	317	83	6	6	363	470
DOID:1441	autosomal dominant cerebellar ataxia	99	306	194	6	1	156	468
DOID:326	ischemia	104	312	66	4	74	103	467
DOID:3355	fibrosarcoma	223	277	56	4	0	419	464
DOID:0050865	tongue squamous cell carcinoma	227	282	21	7	0	462	462
DOID:3121	gallbladder cancer	185	269	118	6	1	550	461
DOID:3146	lipid metabolism disorder	102	266	250	7	4	8	457
DOID:2018	hyperinsulinism	2	449	1	9	3	620	455
DOID:8850	salivary gland cancer	169	330	63	5	0	92	454
DOID:1067	open-angle glaucoma	72	257	228	0	0	147	454
DOID:4948	gallbladder carcinoma	179	262	115	6	1	545	453
DOID:687	hepatoblastoma	183	296	61	8	11	452	452
DOID:12549	hepatitis A	161	280	112	10	0	451	451
DOID:5691	visual cortex disease	274	195	7	4	32	7	450
DOID:9008	psoriatic arthritis	142	232	167	6	0	450	450
DOID:399	tuberculosis	144	268	174	2	0	8	447
DOID:3962	follicular thyroid carcinoma	250	203	102	8	1	294	443
DOID:1673	pneumothorax	118	276	182	1	0	69	443
DOID:11832	visual epilepsy	274	190	2	4	32	2215	441
DOID:2527	nephrosis	84	349	122	4	7	1199	441
DOID:5557	testicular germ cell cancer	203	229	99	8	0	495	441
DOID:0050753	cerebellar ataxia	46	243	270	1	0	441	441
DOID:1602	lymphadenitis	171	211	162	3	1	55	439
DOID:4029	gastritis	167	213	145	15	3	292	439
DOID:12377	spinal muscular atrophy	112	317	146	14	1	320	439
DOID:3007	breast ductal carcinoma	242	188	65	19	0	273	434
DOID:11394	adult respiratory distress syndrome	120	314	92	0	7	434	434
DOID:9778	irritable bowel syndrome	124	273	118	1	1	429	429
DOID:127	leiomyoma	243	183	90	6	5	413	429
DOID:0060823	syndromic X-linked intellectual disability 94	5	331	160	0	0	429	429
DOID:9779	bowel dysfunction	37	348	78	0	1	4	427
DOID:3861	medullomyoblastoma	386	42	1	30	1	862	426
DOID:0111414	error	43	197	239	2	0	424	424
DOID:2089	constipation	37	345	78	0	1	424	424
DOID:161	keratosis	138	291	95	2	0	43	424
DOID:0111415	error	43	197	239	2	0	425	424
DOID:341	peripheral vascular disease	124	239	136	1	9	177	423
DOID:7474	malignant pleural mesothelioma	193	255	41	8	0	421	421
DOID:5158	pleural cancer	193	256	41	8	0	2	421
DOID:9993	hypoglycemia	92	318	108	1	0	420	420
DOID:1342	congenital hypoplastic anemia	138	282	128	7	0	95	420
DOID:2055	post-traumatic stress disorder	78	296	134	8	1	418	418
DOID:13636	Fanconi anemia	136	281	126	7	0	394	416
DOID:1184	nephrotic syndrome	82	322	122	0	6	417	416
DOID:700	mitochondrial metabolism disease	90	177	272	4	2	284	415
DOID:824	periodontitis	298	110	97	11	3	786	415
DOID:3008	invasive ductal carcinoma	238	186	46	14	0	533	414
DOID:8654	Hodgkin's lymphoma, mixed cellularity	388	12	5	16	2	904	412
DOID:2825	nose disease	97	306	58	7	5	14	412
DOID:11724	limb-girdle muscular dystrophy	93	274	146	3	1	459	408
DOID:2214	inherited blood coagulation disease	117	256	175	3	1	267	408
DOID:234	colon adenocarcinoma	193	236	25	1	0	406	407
DOID:1584	acute chest syndrome	118	231	180	3	0	405	405
DOID:439	neuromuscular junction disease	109	246	164	4	2	3	401
DOID:2316	brain ischemia	91	251	61	3	69	360	398
DOID:5556	testicular malignant germ cell cancer	183	195	85	6	0	128	396
DOID:12306	vitiligo	86	211	203	0	0	395	395
DOID:12205	dengue disease	105	296	83	4	1	360	394
DOID:2566	corneal dystrophy	117	257	118	11	0	113	393
DOID:0080522	error	182	237	71	4	0	392	392
DOID:12361	Graves' disease	169	2	262	1	0	585	391
DOID:3952	adrenal cortex disease	173	207	123	4	1	13	387
DOID:3516	adult fibrosarcoma	169	241	42	3	0	387	387
DOID:11372	megacolon	85	260	110	4	1	9	387
DOID:2590	familial nephrotic syndrome	68	295	109	0	6	417	385
DOID:10487	Hirschsprung's disease	85	259	107	4	1	390	384
DOID:1070	primary open angle glaucoma	66	199	204	0	0	446	383
DOID:1891	optic nerve disease	75	249	138	7	0	112	379
DOID:12139	dysthymic disorder	368	8	1	21	2	1721	378
DOID:4677	keratitis	75	315	49	2	4	156	377
DOID:4964	neurotic disorder	368	1	1	21	2	1727	377
DOID:6039	uveal melanoma	130	256	81	9	0	386	376
DOID:2218	blood platelet disease	147	210	116	4	3	59	376
DOID:11723	Duchenne muscular dystrophy	113	249	80	4	0	375	375
DOID:3829	pituitary adenoma	217	196	87	9	2	263	375
DOID:3277	thymus cancer	166	209	57	7	0	34	373
DOID:3744	cervical squamous cell carcinoma	177	172	74	14	0	371	371
DOID:13378	Kawasaki disease	143	163	150	3	0	370	370
DOID:2513	basal cell carcinoma	230	37	158	8	0	604	367
DOID:5199	ureteral obstruction	170	238	13	12	11	391	365
DOID:706	mature B-cell neoplasm	134	194	90	22	3	12	363
DOID:0111095	Fanconi anemia complementation group A	103	254	87	6	0	360	360
DOID:2957	pulmonary tuberculosis	107	210	152	1	0	358	358
DOID:576	proteinuria	41	300	66	2	6	296	358
DOID:3328	temporal lobe epilepsy	139	221	76	4	5	356	358
DOID:9534	tuberculous pneumothorax	107	210	152	1	0	358	358
DOID:10608	celiac disease	137	1	253	2	0	527	357
DOID:12382	complex partial epilepsy	139	218	73	4	5	356	354
DOID:9675	pulmonary emphysema	119	242	74	3	1	360	354
DOID:720	normocytic anemia	104	208	132	2	2	12	351
DOID:110	lens disease	120	181	139	4	7	4	351
DOID:883	parasitic helminthiasis infectious disease	84	263	67	0	3	70	349
DOID:224	transient cerebral ischemia	41	250	48	2	59	459	347
DOID:3488	cellulitis	106	242	93	4	0	38	344
DOID:0050771	phaeochromocytoma	161	207	85	8	0	344	344
DOID:898	autosomal dominant polycystic kidney disease	87	226	90	5	6	545	344
DOID:2526	prostate adenocarcinoma	166	143	78	12	3	342	343
DOID:90	degenerative disc disease	123	247	53	2	1	345	342
DOID:583	hemolytic anemia	104	199	132	2	2	154	342
DOID:9446	cholangitis	117	184	101	4	2	80	341
DOID:2237	hepatitis	134	179	52	8	16	777	340
DOID:4006	bladder urothelial carcinoma	165	152	69	10	0	333	340
DOID:3973	thyroid medullary carcinoma	137	200	101	3	1	351	340
DOID:4015	spindle cell carcinoma	23	194	26	135	4	2462	339
DOID:14250	Down syndrome	326	2	1	16	0	783	338
DOID:2349	arteriosclerosis	70	177	101	45	31	2078	338
DOID:83	cataract	120	169	133	4	7	898	338
DOID:437	myasthenia gravis	101	193	126	4	1	336	336
DOID:7188	autoimmune thyroiditis	130	158	144	1	0	375	335
DOID:6536	plasma cell neoplasm	125	177	82	22	0	77	334
DOID:1205	allergic hypersensitivity disease	54	258	56	5	17	222	334
DOID:5076	mixed glioma	98	204	85	17	6	3105	333
DOID:0050778	Meckel syndrome	64	249	71	2	6	385	333
DOID:3458	breast adenocarcinoma	117	172	101	10	0	241	332
DOID:11963	esophagitis	133	169	80	4	2	105	329
DOID:628	combined T cell and B cell immunodeficiency	91	230	109	1	0	117	326
DOID:4866	salivary gland adenoid cystic carcinoma	102	244	35	3	0	325	325
DOID:0080202	adenoid cystic carcinoma	102	244	35	3	0	325	325
DOID:0080307	myofibrillar myopathy	44	237	131	1	1	61	324
DOID:10575	calcium metabolism disease	61	259	103	1	4	5	324
DOID:3275	thymoma	143	187	45	6	0	291	322
DOID:318	progressive muscular atrophy	73	234	81	10	1	325	320
DOID:0050830	peripheral artery disease	68	176	131	1	0	319	319
DOID:8057	olfactory groove meningioma	303	12	2	22	0	634	319
DOID:0050557	congenital muscular dystrophy	62	220	126	1	1	292	315
DOID:3978	extrinsic cardiomyopathy	76	253	20	1	1	1	315
DOID:4440	seminoma	157	147	47	4	0	311	314
DOID:0111253	error	85	197	134	2	0	311	311
DOID:5842	testis seminoma	155	144	46	4	0	311	311
DOID:10241	thalassemia	78	164	157	6	1	136	310
DOID:627	severe combined immunodeficiency	85	219	101	0	0	284	310
DOID:1389	polyneuropathy	42	220	100	0	2	589	305
DOID:1168	familial hyperlipidemia	69	170	170	5	4	478	305
DOID:5485	synovial sarcoma	137	173	70	8	1	299	300
DOID:750	peptic ulcer disease	76	175	96	2	26	150	300
DOID:12798	mucopolysaccharidosis	44	211	121	1	2	48	299
DOID:3284	thymic carcinoma	125	170	41	4	0	319	299
DOID:10787	premature menopause	65	155	160	1	0	299	299
DOID:11335	sarcoidosis	145	53	170	0	0	451	299
DOID:820	myocarditis	73	241	17	1	1	289	299
DOID:10579	leukodystrophy	60	173	134	12	0	190	297
DOID:799	varicose veins	94	181	66	0	0	188	296
DOID:0050746	mantle cell lymphoma	124	189	60	20	0	296	296
DOID:8432	polycythemia	103	152	125	8	1	95	295
DOID:1969	cerebral palsy	67	166	100	0	1	270	293
DOID:8997	polycythemia vera	103	151	120	8	1	291	291
DOID:10223	dermatomyositis	105	192	52	1	0	239	290
DOID:0080324	error	99	173	69	12	2	300	289
DOID:1934	dysostosis	47	196	125	2	0	16	289
DOID:13515	tuberous sclerosis	99	173	69	12	2	289	289
DOID:7912	mixed oligodendroglioma-astrocytoma	97	149	85	13	6	353	287
DOID:543	dystonia	65	136	160	8	1	619	287
DOID:10591	pre-eclampsia	108	147	99	6	3	350	285
DOID:0050572	cone-rod dystrophy	36	212	90	2	0	279	285
DOID:0110274	autosomal recessive limb-girdle muscular dystrophy	40	204	117	1	1	280	284
DOID:5812	MHC class II deficiency	79	202	70	0	0	306	284
DOID:62	aortic valve disease	203	75	21	4	0	58	283
DOID:2452	thrombophilia	58	203	106	1	14	543	283
DOID:8501	fundus dystrophy	47	166	134	3	2	219	282
DOID:3181	oligodendroglioma	97	149	85	13	0	287	282
DOID:3183	childhood oligodendroglioma	97	149	85	13	0	282	282
DOID:3186	adult oligodendroglioma	97	149	85	13	0	282	282
DOID:4971	myelofibrosis	109	175	85	13	0	296	282
DOID:1876	sexual dysfunction	52	193	74	0	16	36	281
DOID:1312	focal segmental glomerulosclerosis	105	166	82	1	4	281	281
DOID:0110297	autosomal recessive limb-girdle muscular dystrophy type 2K	40	204	112	1	1	280	280
DOID:0110305	autosomal dominant limb-girdle muscular dystrophy type 1E	40	204	112	1	1	280	280
DOID:0110296	autosomal recessive limb-girdle muscular dystrophy type 2M	40	204	112	1	1	280	280
DOID:0110295	autosomal recessive limb-girdle muscular dystrophy type 2U	40	204	112	1	1	281	280
DOID:0110294	autosomal recessive limb-girdle muscular dystrophy type 2T	40	204	112	1	1	280	280
DOID:0110304	autosomal dominant limb-girdle muscular dystrophy type 1F	40	204	112	1	1	280	280
DOID:0110292	autosomal recessive limb-girdle muscular dystrophy type 2O	40	204	112	1	1	280	280
DOID:0110293	autosomal recessive limb-girdle muscular dystrophy type 2P	40	204	112	1	1	280	280
DOID:0110279	autosomal recessive limb-girdle muscular dystrophy type 2E	40	204	112	1	1	280	280
DOID:0110289	autosomal recessive limb-girdle muscular dystrophy type 2Y	40	204	112	1	1	280	280
DOID:0110287	autosomal recessive limb-girdle muscular dystrophy type 2S	40	204	112	1	1	280	280
DOID:0110285	autosomal recessive limb-girdle muscular dystrophy type 2Q	40	204	112	1	1	280	280
DOID:0110273	autosomal dominant limb-girdle muscular dystrophy	40	204	112	1	1	280	280
DOID:0110306	autosomal dominant limb-girdle muscular dystrophy type 1G	40	204	112	1	1	281	280
DOID:0110284	autosomal recessive limb-girdle muscular dystrophy type 2L	40	204	112	1	1	280	280
DOID:0110283	autosomal recessive limb-girdle muscular dystrophy type 2J	40	204	112	1	1	280	280
DOID:0110282	autosomal recessive limb-girdle muscular dystrophy type 2H	40	204	112	1	1	284	280
DOID:0110275	autosomal recessive limb-girdle muscular dystrophy type 2A	40	204	112	1	1	287	280
DOID:0110276	autosomal recessive limb-girdle muscular dystrophy type 2B	40	204	112	1	1	289	280
DOID:0110278	autosomal recessive limb-girdle muscular dystrophy type 2D	40	204	112	1	1	284	280
DOID:0110280	autosomal recessive limb-girdle muscular dystrophy type 2F	40	204	112	1	1	280	280
DOID:0110303	autosomal dominant limb-girdle muscular dystrophy type 1H	40	204	112	1	1	280	280
DOID:0110298	autosomal recessive limb-girdle muscular dystrophy type 2N	40	204	112	1	1	280	280
DOID:0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	40	204	112	1	1	281	280
DOID:0110858	polycystic kidney disease 1	79	176	82	5	0	299	280
DOID:0080092	myofibrillar myopathy 1	40	204	112	1	1	297	280
DOID:0080094	myofibrillar myopathy 3	40	204	112	1	1	286	280
DOID:0070247	error	40	204	112	1	1	284	280
DOID:5395	functioning pituitary adenoma	149	147	59	5	1	1	279
DOID:12704	ataxia telangiectasia	81	221	2	10	0	384	278
DOID:3111	cystadenocarcinoma	133	107	85	3	0	8	278
DOID:1923	sex differentiation disease	42	217	79	5	0	39	277
DOID:2871	endometrial carcinoma	119	139	56	14	1	1698	276
DOID:13141	uveitis	60	198	77	0	5	258	276
DOID:12030	panuveitis	60	198	72	0	5	249	276
DOID:6419	tetralogy of Fallot	42	178	86	7	0	274	274
DOID:3382	liposarcoma	121	157	59	8	3	200	272
DOID:10845	St. Louis encephalitis	112	133	82	3	0	272	272
DOID:3939	lipomatous cancer	121	157	59	8	3	1	272
DOID:9206	Barrett's esophagus	2	251	1	27	0	711	271
DOID:9970	obesity	66	96	93	53	29	2824	270
DOID:13404	uveoparotid fever	132	1	168	0	0	416	270
DOID:1227	neutropenia	49	30	215	4	3	417	269
DOID:12987	agranulocytosis	49	30	215	4	3	417	269
DOID:2747	glycogen storage disease	61	170	111	1	1	63	269
DOID:2021	placenta cancer	22	247	24	8	0	434	268
DOID:0110423	dilated cardiomyopathy 1C	104	1	177	1	7	514	267
DOID:3594	choriocarcinoma	22	246	24	8	0	431	267
DOID:3713	ovary adenocarcinoma	105	88	111	2	0	43	267
DOID:3114	serous cystadenocarcinoma	124	102	83	3	0	110	266
DOID:14268	sclerosing cholangitis	77	139	92	1	2	443	266
DOID:0060643	primary sclerosing cholangitis	77	139	92	1	0	394	264
DOID:930	orbital disease	88	176	64	1	0	64	263
DOID:1024	leprosy	59	165	111	0	0	190	263
DOID:0050486	exanthem	34	199	58	1	1	251	262
DOID:7551	gonorrhea	87	153	37	7	0	261	261
DOID:0050789	tarsal-carpal coalition syndrome	129	122	50	10	0	261	261
DOID:0080074	neural tube defect	15	175	103	1	1	9	260
DOID:1967	leiomyosarcoma	106	147	51	4	1	213	260
DOID:4230	smooth muscle cancer	106	147	51	4	1	3	260
DOID:8670	eating disorder	62	148	117	10	0	133	259
DOID:3892	insulinoma	129	145	18	3	0	332	258
DOID:1875	impotence	51	181	55	0	16	256	257
DOID:0080016	spina bifida	14	172	101	1	1	179	257
DOID:277	chorioangioma	77	179	30	0	0	259	256
DOID:14227	azoospermia	39	150	108	0	1	254	254
DOID:0111005	cone-rod dystrophy 2	36	165	84	2	0	254	254
DOID:12450	pancytopenia	22	197	75	0	2	253	253
DOID:11111	hydronephrosis	17	215	38	1	0	253	253
DOID:10211	cholelithiasis	38	133	119	1	0	252	252
DOID:11151	cholecystolithiasis	38	133	119	1	0	255	252
DOID:1679	cystitis	87	164	24	0	1	149	251
DOID:0060319	cardiac arrest	111	13	147	0	3	415	250
DOID:530	eyelid disease	18	215	31	0	2	2	247
DOID:9279	hyperhomocysteinemia	89	137	62	4	10	246	246
DOID:0080525	error	81	110	114	3	0	245	245
DOID:1273	respiratory syncytial virus infectious disease	97	160	41	0	1	244	244
DOID:10316	pneumoconiosis	54	150	83	2	3	33	243
DOID:92	speech disorder	3	205	46	0	0	183	243
DOID:11801	protein-energy malnutrition	98	23	146	3	0	421	242
DOID:585	nephrolithiasis	31	167	80	0	1	273	242
DOID:614	lymphopenia	38	177	61	0	0	239	241
DOID:10968	spastic monoplegia	55	127	87	0	1	241	241
DOID:13593	eclampsia	91	119	82	5	1	241	241
DOID:0060903	thrombosis	47	114	50	19	66	98	240
DOID:643	progressive multifocal leukoencephalopathy	61	181	20	1	0	240	240
DOID:1924	hypogonadism	39	144	101	1	6	337	237
DOID:4929	tubular adenocarcinoma	11	128	4	111	5	2242	234
DOID:3307	teratoma	85	134	50	4	0	175	231
DOID:1927	sphingolipidosis	80	133	61	2	1	38	230
DOID:0050639	primary cutaneous amyloidosis	97	107	72	1	0	234	230
DOID:699	mitochondrial myopathy	20	149	126	1	0	121	229
DOID:0111338	error	0	221	23	0	0	228	228
DOID:1697	ichthyosis	23	187	60	2	1	201	227
DOID:7442	monoclonal gammopathy of uncertain significance	77	105	52	16	0	227	227
DOID:10914	amnestic disorder	192	23	8	14	7	847	227
DOID:10127	cerebral artery occlusion	216	8	1	7	6	688	227
DOID:1756	facial nerve disease	5	202	27	0	1	183	226
DOID:11712	lipoatrophic diabetes mellitus	40	170	60	2	0	232	226
DOID:9370	exophthalmos	5	213	12	1	0	225	225
DOID:3113	papillary carcinoma	111	109	55	3	0	225	225
DOID:1040	chronic lymphocytic leukemia	68	68	135	2	0	1457	224
DOID:10595	Charcot-Marie-Tooth disease	69	136	80	0	0	369	223
DOID:4844	benign ependymoma	117	46	57	43	0	244	222
DOID:3312	bipolar disorder	11	125	131	3	0	1231	222
DOID:5100	middle ear disease	64	159	30	0	2	1	221
DOID:2224	essential thrombocythemia	70	119	96	11	1	223	220
DOID:13714	anodontia	3	196	48	0	0	236	218
DOID:1483	gingival disease	39	165	33	3	0	4	217
DOID:5241	hemangioblastoma	85	125	69	5	0	79	217
DOID:3225	tracheal disease	86	116	30	1	0	295	217
DOID:589	congenital hemolytic anemia	48	129	88	0	0	27	217
DOID:14228	oligospermia	35	113	98	14	1	217	217
DOID:656	adrenal adenoma	104	109	61	3	0	156	217
DOID:14040	autoimmune polyendocrine syndrome	63	147	66	0	0	169	217
DOID:171	neuroectodermal tumor	94	129	31	4	0	250	217
DOID:2001	neuroma	91	135	31	7	1	15	216
DOID:0002116	pterygium	92	129	32	5	1	216	216
DOID:8437	intestinal obstruction	25	184	22	0	1	108	216
DOID:4251	conjunctival disease	51	163	27	2	1	6	216
DOID:11716	prediabetes syndrome	64	134	40	6	8	707	215
DOID:10603	glucose intolerance	64	134	40	6	8	707	215
DOID:0070323	error	65	121	68	6	0	215	215
DOID:5264	epithelioid leiomyosarcoma	99	105	43	4	1	216	213
DOID:0110042	Alzheimer's disease 3	85	101	67	0	0	213	213
DOID:5268	myxoid leiomyosarcoma	99	105	43	4	1	215	213
DOID:12359	endocrine exophthalmos	85	133	54	1	0	211	211
DOID:3021	acute kidney failure	6	179	10	0	39	185	210
DOID:3327	partial motor epilepsy	2	182	24	1	21	260	210
DOID:8925	primary thrombocytopenia	136	17	94	7	1	3	210
